ID,Key,Name,Phone,URL,Street,City,State,Zip,Lat,Lng,Note,MonOpen,MonClose,TueOpen,TueClose,WedOpen,WedClose,ThuOpen,ThuClose,FriOpen,FriClose,SatOpen,SatClose,SunOpen,SunClose
283,NcPenderHampstead,Pender Co Transfer Station,(910) 259-0212,,250 Transfer Station Rd.,Hampstead,NC,28443,34.3957169,-77.6680922,Pender,,,,,,,,,,,,,,
284,NcPenderRockyPoint,Running Deer LCID Landfill,(910) 619-4121,,7214 NC Hwy 210,Rocky Point,NC,28457,34.4283376,-77.788697,Pender,,,,,,,,,,,,,,
285,NcPerquimansBelvidere,Perquimans-Chowan-Gates Transfer,(252) 297-6524,,759 Perry's Bridge Rd,Belvidere,NC,27919,36.3089892,-76.5456395,Perquimans,,,,,,,,,,,,,,
286,NcPersonSemora,Duke Energy Progress - Roxboro,(336) 215-4576,,1700 Dunnaway Road,Semora,NC,27343,36.4816916,-79.0700224,Person,,,,,,,,,,,,,,
287,NcPersonRougemont,Upper Piedmont Regional Landfill,(336) 364-3699,,9650 Oxford Road,Rougemont,NC,27572,36.336724,-78.8309867,Person,,,,,,,,,,,,,,
288,NcPersonRoxboro1,Duke Energy Progress - Mayo,(336) 215-4576,,10660 Boston Road,Roxboro,NC,27574,36.52169,-78.9062861,Person,,,,,,,,,,,,,,
289,NcPersonRoxboro2,Person County Recycling Center,(336) 599-7571,,741 Martin Street,Roxboro,NC,27573,36.3914671,-79.0040644,Person,,,,,,,,,,,,,,
290,NcPersonSemora,Duke Energy Progress - Roxboro,(336) 215-4576,,1700 Dunnaway Road,Semora,NC,27343,36.4816916,-79.0700224,Person,,,,,,,,,,,,,,
291,NcPittGreenville1,Pitt County Materials Recovery & Recycling Facility,(252) 902-3355,,3025 Landfill Road,Greenville,NC,27834,35.59785,-77.4317505,Pitt,,,,,,,,,,,,,,
292,NcPittGreenville2,Pitt County Transfer Station,(252) 902-3355,,3025 Landfill Road,Greenville,NC,27834,35.59785,-77.4317505,Pitt,,,,,,,,,,,,,,
293,NcPittGreenville3,EJE Recycling Transfer Station,(252) 916-4770,,802 recycling lane,Greenville,NC,27834,35.6208868,-77.1817215,Pitt,,,,,,,,,,,,,,
294,NcPittGreenville4,C & D Landfill Inc,(252) 752-8274,,802 Recycling Lane,Greenville,NC,27834,35.6208868,-77.1817215,Pitt,,,,,,,,,,,,,,
295,NcPittGreenville5,E R Lewis Construction,(252) 321-1101,,1462 Edwards Farm Road,Winterville,NC,28590,35.519735,-77.346985,Pitt,,,,,,,,,,,,,,
296,NcPittGreenville6,E R Lewis,(252) 321-1101,,3034 NC Highway 33 East,Greenville,NC,27834,35.681952,-77.427572,Pitt,,,,,,,,,,,,,,
297,NcPolkMillSpringN.C.,Polk County Transfer Station,(828) 894-3737,,322 landfill rd,Mill Spring N.C.,NC,28756,35.319338,-82.183714,Polk,,,,,,,,,,,,,,
298,NcRandolphRandleman1,Energizer Battery Manufacturing Inc.,(336) 672-4546,,County Land Road,Randleman,NC,27317,35.7535071,-79.7671347,Randolph,,,,,,,,,,,,,,
299,NcRandolphAsheboro1,N.C. Zoological Park,(336) 879-7420,,4401 Zoo Parkway,Asheboro,NC,27205,35.6300322,-79.7666256,Randolph,,,,,,,,,,,,,,
300,NcRandolphAsheboro2,"Asheboro, City of Recycling/SW Transfer Station",(336) 626-1234,,630 Transfer Station Place,Asheboro,NC,27203,35.7175952,-79.7966076,Randolph,,,,,,,,,,,,,,
301,NcRandolphAsheboro3,Gold Hill Road C&D Debris Landfill,(336) 629-7175,,385 Gold Hill Road,Asheboro,NC,27203,35.7192678,-79.7918883,Randolph,,,,,,,,,,,,,,
302,NcRandolphRandleman2,Great Oak Landfill,(336) 865-3201,,3597 Old Cedar Falls Road,Randleman,NC,27317,35.7460728,-79.7422439,Randolph,,,,,,,,,,,,,,
303,NcRandolphAsheboro,"Asheboro, City of Compost Facility",(336) 626-1234,,2139 Old Lexington Road,Asheboro,NC,27205,35.7284109,-79.8569455,Randolph,,,,,,,,,,,,,,
304,NcRichmondRockingham,Richmond County Transfer Facility,(910) 997-8338,,191 Walter Kelly Rd,Rockingham,NC,28379,35.015075,-79.8057287,Richmond,,,,,,,,,,,,,,
305,NcRichmondHamlet,"Hamlet, Town Of",(910) 582-7987,,1000 Oakhurst Street,Hamlet,NC,28345,34.8805094,-79.6985594,Richmond,,,,,,,,,,,,,,
306,NcRobesonSaintPauls1,Robeson County CDLF,(910) 865-3348,,246 Landfill Road,Saint Pauls,NC,28384,34.7927157,-78.9082699,Robeson,,,,,,,,,,,,,,
307,NcRobesonSaintPauls2,Robeson County Landfill,(910) 865-3348,,246 landfill Road,Saint Pauls,NC,28384,34.7927157,-78.9082699,Robeson,,,,,,,,,,,,,,
308,NcRobesonLumberton,"Lumberton, City of LCID Landfill",(910) 671-3851,,500 N Cedar Street,Lumberton,NC,28358,34.6207466,-79.0026956,Robeson,,,,,,,,,,,,,,
309,NcRockinghamReidsville1,"Reidsville, City Of Transfer Facility",(336) 349-1074,,709 Marcellus St,Reidsville,NC,27320,36.354813,-79.679584,Rockingham,,,,,,,,,,,,,,
310,NcRockinghamEden1,"Eden, City of HHW Collection Facility",(336) 627-7783,,123 Mebane bridge Rd,Eden,NC,27288,36.4771383,-79.7401816,Rockingham,,,,,,,,,,,,,,
311,NcRockinghamEden2,"Eden, City of Transfer Station",(336) 627-7783,,123 Mebane Bridge rd.,Eden,NC,27288,36.4771383,-79.7401816,Rockingham,,,,,,,,,,,,,,
312,NcRockinghamMadison,Rockingham County Landfill,(336) 613-4141,,223 Shuff Road,Madison,NC,27025,36.3745902,-79.8499621,Rockingham,,,,,,,,,,,,,,
313,NcRockinghamEden3,Duke Energy Carolinas - Dan River,(336) 445-0610,,900 South Edgewood Road,Eden,NC,27288,36.486373,-79.7208605,Rockingham,,,,,,,,,,,,,,
314,NcRockinghamReidsville2,Reidsville Yard Waste & Material Recovery Facility,(336) 349-1074,,407 Broad Street,Reidsville,NC,27320,36.3232638,-79.6570083,Rockingham,,,,,,,,,,,,,,
315,NcRowanWoodleaf,Rowan County Landfill,(704) 216-8606,,789 Campbell Rd.,Woodleaf,NC,27054,35.757247,-80.5550971,Rowan,,,,,,,,,,,,,,
316,NcRowanEastSpencer,East Spencer Waste Transfer Facility,(252) 230-2609,,1000 N Long St,East Spencer,NC,28144,35.691103,-80.42032,Rowan,,,,,,,,,,,,,,
317,NcRowanSalisbury,Salisbury Grants Creek Compost Facility,(704) 216-8028,,1955 Grubb Ferry Rd,Salisbury,NC,28144,35.7142562,-80.4339105,Rowan,,,,,,,,,,,,,,
318,NcRutherfordRutherfordton1,Rutherford County C&D,(828) 287-6002,,656 Laurel Hill Dr.,Rutherfordton,NC,28139,35.3504922,-81.9520112,Rutherford,,,,,,,,,,,,,,
319,NcRutherfordRutherfordton2,Rutherford County Transfer Facility,(828) 287-6002,,656 Laurel Hill Dr.,Rutherfordton,NC,28139,35.3504922,-81.9520112,Rutherford,,,,,,,,,,,,,,
320,NcRutherfordRutherfordton3,Rutherford County MSW Landfill,(828) 287-6002,,656 Laurel Hill Dr.,Rutherfordton,NC,28139,35.3504922,-81.9520112,Rutherford,,,,,,,,,,,,,,
321,NcRutherfordMooresboro,Duke Energy Carolinas - Rogers,(980) 373-2779,,573 Duke Power Road,Mooresboro,NC,28114,35.2143969,-81.7603481,Rutherford,,,,,,,,,,,,,,
322,NcSampsonRoseboro1,"Sampson County Disposal, LLC",(910) 525-4132,,7434 Roseboro Hwy,Roseboro,NC,28382,34.9662257,-78.4503274,Sampson,,,,,,,,,,,,,,
323,NcSampsonRoseboro2,"Sampson County Disposal, LLC",(910) 525-4132,,7434 Roseboro Hwy,Roseboro,NC,28382,34.9662257,-78.4503274,Sampson,,,,,,,,,,,,,,
324,NcSampsonGodwin,Coastal Protein,(910) 567-6102,,1600 Martin Road,Godwin,NC,28344,35.157435,-78.6298551,Sampson,,,,,,,,,,,,,,
325,NcScotlandMaxton1,Scotland County CDLF,(910) 844-9206,,10681 Patterson Rd,Maxton,NC,28364,34.7266074,-79.379287,Scotland,,,,,,,,,,,,,,
326,NcScotlandMaxton2,Scotland County Transfer Station,(910) 844-9206,,21104 Old Maxton Rd,Maxton,NC,28364,34.726996,-79.379778,Scotland,,,,,,,,,,,,,,
327,NcStanlyAlbemarle1,"Albemarle, City of CDLF",(704) 984-9680,,40592B Stony Gap Road,Albemarle,NC,28001,35.3146521,-80.153085,Stanly,,,,,,,,,,,,,,
328,NcStanlyAlbemarle2,"Albemarle, City of Landfill",(704) 984-9680,,40592B Stony Gap Road,Albemarle,NC,28001,35.3146521,-80.153085,Stanly,,,,,,,,,,,,,,
329,NcStokesBelewsCreek1,"Duke Energy Carolinas - Belews Creek, Craig Road Landfill",(336) 445-0610,,3195 Pine Hall Road,Belews Creek,NC,27052,36.2921643,-80.0641321,Stokes,,,,,,,,,,,,,,
330,NcStokesBelewsCreek2,"Duke Energy Carolinas - Belews Creek, FGD",(336) 445-0610,,3195 Pine Hall Road,Belews Creek,NC,27052,36.2921643,-80.0641321,Stokes,,,,,,,,,,,,,,
331,NcSurryMountAiry,Surry County MSWLF,(336) 401-8375,,237 Landfill Road,Mount Airy,NC,27030,36.4383259,-80.5682787,Surry,,,,,,,,,,,,,,
332,NcSurryPilotMountain,"New River Tire Recycling, LLC",(276) 728-0201,,312 E 52 Bypass,Pilot Mountain,NC,27041,36.385914,-80.461014,Surry,,,,,,,,,,,,,,
333,NcSwainbrysoncity1,Swain County Transfer Facility,(828) 488-4999,,1422 hwy 19 south,bryson city,NC,28713,35.4152525,-83.4653137,Swain,,,,,,,,,,,,,,
334,NcSwainbrysoncity2,Swain County LCID,(828) 488-4999,,1422 hwy 19 sounth,bryson city,NC,28713,35.4152525,-83.4653137,Swain,,,,,,,,,,,,,,
335,NcTransylvaniaBrevard1,Transylvania County HHW Unit,(828) 577-3603,,500 Howell Road,Brevard,NC,28712,35.118059,-82.843784,Transylvania,,,,,,,,,,,,,,
336,NcTransylvaniaBrevard2,Transylvania County LCID,(828) 884-1842,,500 Howell Road,Brevard,NC,28712,35.118059,-82.843784,Transylvania,,,,,,,,,,,,,,
337,NcTransylvaniaBrevard3,Transylvania County Landfill,(828) 884-1842,,500 Howell Road,Brevard,NC,28712,35.118059,-82.843784,Transylvania,,,,,,,,,,,,,,
338,NcUnionWingate1,Union County C&D,(704) 989-1949,,2125 Austin Chaney Road,Wingate,NC,28174,35.0393722,-80.4593781,Union,,,,,,,,,,,,,,
339,NcUnionWingate2,Union County Transfer Station,(704) 989-1949,,2125 Austin Chaney Road,Wingate,NC,28174,35.0393722,-80.4593781,Union,,,,,,,,,,,,,,
340,NcUnionMonroe1,Griffin Farm LCID Landfill,(704) 361-7791,,4242 Morgan Mill Rd,Monroe,NC,28110,35.0513518,-80.4965356,Union,,,,,,,,,,,,,,
341,NcUnionMonroe2,God Bless the USA Transfer Station,(704) 398-4488,,3320 Westwood Industrial Drive,Monroe,NC,28110,35.012873,-80.6096538,Union,,,,,,,,,,,,,,
342,NcVanceHenderson,Waste Industries-Vance County,(260) 579-1861,,3453 Hwy 39 N,Henderson,NC,27537,36.3732755,-78.420836,Vance,,,,,,,,,,,,,,
343,NcWakeApex1,South Wake Co Feltonsville HHW Facility,(919) 856-5698,,6130 Old Smithfield Road,Apex,NC,27539,35.6830108,-78.8436689,Wake,,,,,,,,,,,,,,
344,NcWakeCary,"Cary, Town of Transfer Station",(919) 469-4388,,313 N. Dixon Ave.,Cary,NC,27513,35.7907676,-78.7896618,Wake,,,,,,,,,,,,,,
345,NcWakeRaleigh1,"Raleigh, City of Yard Waste Facility",(919) 996-6880,,900 N. New Hope Rd,Raleigh,NC,27610,35.7869382,-78.5586989,Wake,,,,,,,,,,,,,,
346,NcWakeMorrisville1,Waste Management Of Raleigh/Durham Transfer Station,(919) 389-3362,,10411 GLOBE RD,Morrisville,NC,27560,35.8929286,-78.803276,Wake,,,,,,,,,,,,,,
347,NcWakeGarner,WI Garner Transfer Station,(919) 662-7100,,3741 Conquest Drive,Garner,NC,27529,35.727445,-78.5696339,Wake,,,,,,,,,,,,,,
348,NcWakeRaleigh2,North Wake Co HHW Collection Facility,(919) 856-5698,,9037 Deponie Drive,Raleigh,NC,27614,35.9051757,-78.5797029,Wake,,,,,,,,,,,,,,
349,NcWakeApex2,Wake County South Wake MSWLF,(919) 856-6365,,6300 Old Smithfield Road,Apex,NC,27539,35.6814194,-78.8447452,Wake,,,,,,,,,,,,,,
350,NcWakeRaleigh3,Buffaloe LCID Landfill & Wood Recycling Facility,(919) 772-4166,,5525 Wake Academy Drive,Raleigh,NC,27603,35.7048726,-78.6666331,Wake,,,,,,,,,,,,,,
351,NcWakeRaleigh4,Buffaloe LCID Landfill & Wood Recycling Facility,(919) 772-4166,,5525 Wake Academy Drive,Raleigh,NC,27603,35.7048726,-78.6666331,Wake,,,,,,,,,,,,,,
352,NcWakeRaleigh5,"Wake Reclamation, LLC",(919) 557-9583,,421 Raleigh View Rd,Raleigh,NC,27610,35.7466793,-78.6338819,Wake,,,,,,,,,,,,,,
353,NcWakeWendell1,"Shotwell Landfill, Inc ",(919) 876-8485,,4724 Smithfield Road,Wendell,NC,27591,35.7243669,-78.4348934,Wake,,,,,,,,,,,,,,
354,NcWakeWendell2,Shotwell Landfill Recycling Center,(919) 876-8485,,4724 Smithfield Road,Wendell,NC,27591,35.7243669,-78.4348934,Wake,,,,,,,,,,,,,,
355,NcWakeRaleigh6,Raleigh Transfer Station,(919) 433-0906,,5565 Thornton Rd,Raleigh,NC,27616,35.8996024,-78.5448787,Wake,,,,,,,,,,,,,,
356,NcWakeHollySprings,Red Rock Disposal C&D Landfill,(919) 557-9583,,7130 New Landfill Drive,Holly Springs,NC,27540,35.6044096,-78.8973432,Wake,,,,,,,,,,,,,,
357,NcWakeApex3,Shotwell Transfer Station II,(919) 876-8485,,1506 N Salem Street,Apex,NC,27502,35.7488666,-78.8490028,Wake,,,,,,,,,,,,,,
358,NcWakeApex4,"Greenway Waste Solutions of Apex, LLC",(919) 367-2895,,5940 Old Smithfield Rd,Apex,NC,27539,35.6871967,-78.8434181,Wake,,,,,,,,,,,,,,
359,NcWakeApex5,"Greenway Waste Solutions of Apex, LLC",(919) 367-2895,,5940 Old Smithfield Rd,Apex,NC,27539,35.6871967,-78.8434181,Wake,,,,,,,,,,,,,,
360,NcWakeRaleigh7,Brownfield Road C&D Landfill,(919) 557-9583,,2600 Brownfield Road,Raleigh,NC,,35.7103883,-78.5043167,Wake,,,,,,,,,,,,,,
361,NcWakeRaleigh8,"Raleigh, City of East Wake Transfer Station",(919) 856-6365,,820 Corporation Parkway,Raleigh,NC,27610,35.7901888,-78.569959,Wake,,,,,,,,,,,,,,
362,NcWakeRaleigh9,"Waste Industries, LLC",(919) 557-9583,,9220 Durant Rd,Raleigh,NC,27616,35.8993751,-78.568403,Wake,,,,,,,,,,,,,,
363,NcWakeRaleigh10,NC State University Compost Facility & Research Cooperative,(919) 830-0766,,4231 Inwood Road,Raleigh,NC,27603,35.724536,-78.6752028,Wake,,,,,,,,,,,,,,
364,NcWakeRaleigh11,"Capital Waste Transfer, LLC",(919) 876-8485,,424 Warehouse Drive,Raleigh,NC,27610,35.7521017,-78.632869,Wake,,,,,,,,,,,,,,
365,NcWakeZebulon,Wake HHW Wendell,(919) 856-5698,,5051 Wendell Blvd,Zebulon,NC,27591,35.7984525,-78.3457754,Wake,,,,,,,,,,,,,,
366,NcWakeApex6,Elite Waste Services Pristine Water Facility,(919) 704-0312,,520 Pristine Water Dr.,Apex,NC,27539,35.7063372,-78.8261421,Wake,,,,,,,,,,,,,,
367,NcWakeMorrisville2,"Morrisville Transfer Station, LLC",(919) 876-8485,,230 International Drive,Morrisville,NC,27560,35.8442433,-78.8271847,Wake,,,,,,,,,,,,,,
368,NcWakeRaleigh12,Wall Recycling LCID Landfill,(919) 906-2747,,3000 Gresham Lake Rd,Raleigh,NC,27615,35.8825242,-78.5866663,Wake,,,,,,,,,,,,,,
369,NcWakeApex7,Currin Brothers Landfill,(919) 876-1138,,4525 Sunset Lake Road,Apex,NC,27539,35.6802306,-78.8125961,Wake,,,,,,,,,,,,,,
370,NcWakeRaleigh13,Carolina Tree Debris,(919) 880-2852,,1417 Old Watkins rd,Raleigh,NC,27616,35.8636163,-78.5056705,Wake,,,,,,,,,,,,,,
371,NcWarrenWarrenton,Warren County Transfer Station,(252) 257-1948,,559 Baltimore Road,Warrenton,NC,27589,36.388038,-78.142399,Warren,,,,,,,,,,,,,,
372,NcWashingtonPlymouth,"Domtar Paper Company Landfill, Lined #3",(252) 793-8843,,Hwy 149 North,Plymouth,NC,27962,35.8580275,-76.7767482,Washington,,,,,,,,,,,,,,
373,NcWashingtonRoper,Washington County C&D Landfill,(252) 793-5615,,718 Landfill Rd,Roper,NC,27970,35.9185876,-76.6647563,Washington,,,,,,,,,,,,,,
374,NcWataugaBoone1,Watauga County Landclearing,(828) 264-5305,,336 Landfill Road,Boone,NC,28607,36.2198678,-81.6333906,Watauga,,,,,,,,,,,,,,
375,NcWataugaBoone2,Watauga County Permanent HHW Facility,(828) 264-5305,,512 Landfill Road,Boone,NC,28607,36.219416,-81.6314679,Watauga,,,,,,,,,,,,,,
376,NcWataugaBoone3,Watauga Co Transfer Facility,(828) 264-5305,,463 Landfill Road,Boone,NC,28607,36.2199,-81.631405,Watauga,,,,,,,,,,,,,,
377,NcWataugaBoone4,Appalachian State University,(828) 406-2289,,265 Dale Street,Boone,NC,28607,36.2056672,-81.6566733,Watauga,,,,,,,,,,,,,,
378,NcWataugaBoone5,Triple T Pumping Compost Facility,(828) 265-9005,,1372 NC Hwy 194 N,Boone,NC,28607,36.235565,-81.6570519,Watauga,,,,,,,,,,,,,,
379,NcWayneDUDLEY1,Wayne County CDLF,(919) 689-2994,,460B SOUTH LANDFILL ROAD,DUDLEY,NC,28333,35.2897906,-78.0714779,Wayne,,,,,,,,,,,,,,
380,NcWayneDUDLEY2,Wayne County Landfill,(919) 689-2994,,460B SOUTH LANDFILL ROAD,DUDLEY,NC,28333,35.2897906,-78.0714779,Wayne,,,,,,,,,,,,,,
381,NcWayneGoldsboro,"Goldsboro, City of Transfer Station",(919) 739-7450,,905 Brick Street,Goldsboro,NC,27530,35.3759493,-78.0135272,Wayne,,,,,,,,,,,,,,
382,NcWilkesNorthWilkesboro,Louisiana-Pacific Corporation,(336) 696-3483,,1068 ABTCO Road,North Wilkesboro,NC,28659,36.2007022,-81.029462,Wilkes,,,,,,,,,,,,,,
383,NcWilkesRoaringRiver,Wilkes County MSWLF,(336) 696-5806,,9219 Elkin Highway,Roaring River,NC,28669,36.2076317,-80.9899996,Wilkes,,,,,,,,,,,,,,
384,NcWilsonWilson1,Waste Industries Wilson Transfer St.,(252) 243-6460,,2810 Contentnea Rd,Wilson,NC,27893,35.6870597,-77.9199148,Wilson,,,,,,,,,,,,,,
385,NcWilsonWilson2,Waste Industries- Blk. Crk. Rd. Transfer,(252) 243-6460,,3031 Black Creek Rd,Wilson,NC,27893,35.6846216,-77.9050057,Wilson,,,,,,,,,,,,,,
386,NcWilsonWilson3,Wilson County Westside C&D Landfill,(252) 399-2823,,2400 NC HWY 42 EAST,Wilson,NC,27893,35.732156,-77.865574,Wilson,,,,,,,,,,,,,,
387,NcWilsonStantonsburg,D&D Septic Compost Facility,(919) 920-0368,,7984 Pelt Rd,Stantonsburg,NC,27830,35.5948107,-77.8765444,Wilson,,,,,,,,,,,,,,
388,NcYadkinYadkinville,Yadkin County Transfer Facility,(336) 849-7912,,1149 Landfill Rd,Yadkinville,NC,27055,36.180147,-80.642586,Yadkin,,,,,,,,,,,,,,
